threads,size,mean_duration,mean_io_alocation,ci_duration,ci_io_alocation
0,16,0.00031370000000000004,0.00037259999999999995,2.6811354476954145e-5,3.082736562068044e-5
0,32,0.0041824,0.004461700000000001,0.0016046649264302986,0.0017066234847714164
0,64,0.0093066,0.0100082,0.001670457507652054,0.001984229974825387
0,128,0.025388099999999997,0.0272428,0.0181710732492566,0.017928465943578727
0,256,0.061177,0.06317029999999998,0.0014531229035425715,0.001661956994662216
0,512,0.23989860000000002,0.24653289999999997,0.004994791846703252,0.005002625803651524
0,1024,0.9535404,0.9804826,0.006274921298564837,0.006694273011946192
0,2048,3.812660100000001,3.9192194000000002,0.01269816577349594,0.013156293789188877
0,4096,15.261783,15.6819488,0.03793389926602574,0.03992527484620656
0,8192,61.012813699999995,62.68293570000001,0.08202296881062618,0.08507605050224713
